loss,acc
2.2706406286489855,14
2.2267867383399547,29
1.9104334455021794,46
1.5508708585752584,53
1.1786901532330507,61
1.0264627535144781,65
0.8707058845065184,73
0.7557036584456782,78
0.6145642566547734,82
0.6634181692702115,77
0.5205720377906227,81
0.5747809955941943,82
0.5937993215402523,77
0.5133160519066166,84
0.4151177018570638,88
0.3696768672276437,89
0.5977597738507636,82
0.5495400679094874,79
0.565199245404583,80
0.5477043355408671,83
0.6985240677239627,74
0.3577390376543866,87
0.4872008208940507,84
0.4811226381112171,81
0.4733338629618428,89
0.44491506089367294,87
0.485911332389923,86
0.44898180900143203,88
0.5666375999358606,82
0.5700825737038799,87
0.3600783743919742,90
0.3534769504753831,90
0.45782788811175984,87
0.6383222564370845,82
0.4716541931266114,82
0.5523234533011929,84
0.46397404875131576,85
0.537388250583746,81
0.384542643820123,88
0.3672268745445133,91
0.3195496833076172,89
0.363028399406994,90
0.21742221114396332,93
0.39348273623846025,89
0.32960187858240786,91
0.5190011426062225,85
0.29143356126250086,92
0.33332133857359125,91
0.3186312987063754,89
0.39482754269868225,88
0.30689822976762976,94
0.33353785050579865,88
0.3496592574422321,88
0.28891089480748844,93
0.591608823099798,86
0.5039467242907681,79
0.42262532218831916,85
0.2821098541333563,91
0.3855350987483755,86
0.3172749884513708,89
0.5734731895862022,87
0.4674323325589655,86
0.29209268979095354,92
0.30896625537251204,89
0.5133760970417982,83
0.44291751976868304,84
0.41711447539697927,88
0.34853637539917015,90
0.28371014314131354,92
0.4424491441540885,90
0.32348803904771356,91
0.3463914752437634,89
0.2365084890369049,92
0.5045471459347601,87
0.2358876303268396,91
0.274706932731175,92
0.14692684989519258,94
0.4258568422183756,88
0.2622250757062107,91
0.4319071584105842,88
0.4185363653006949,86
0.48122575665916756,85
0.42162957634291126,87
0.26643284243410614,95
0.3095463721078029,91
0.3002366437001527,91
0.2781762860844856,88
0.36330899739215966,87
0.485220718118975,87
0.34625053289508045,87
0.2536467452047392,93
0.1741784392804463,96
0.20706211396922644,93
0.33920478597269876,93
0.30712670537610814,89
0.5548780461321017,86
0.36365576366988256,93
0.3192319833507317,89
0.3237216530136803,87
0.26630544220229796,92
0.2598976217499525,92
0.22706562450115805,92
0.26232248211474385,92
0.20322735479541293,92
0.3041133146462213,92
0.40519216550049925,89
0.19133293491288778,96
0.25857957937111886,90
0.37740799322793833,87
0.23781047346505946,95
0.41541693177504235,87
0.23293481733473398,92
0.31201048406247467,91
0.2337558692619079,94
0.3659674360734714,91
0.3543317461422192,90
0.2916429091417489,90
0.22988444398758404,89
0.15984065318344273,93
0.19199492368723842,93
0.2291990622456036,94
0.35498883004396453,92
0.31117604512886643,94
0.1657468069136143,95
0.30237736653510255,91
0.19322274183439217,95
0.37428362317711394,89
0.2796913484762138,92
0.3542424254993623,87
0.3862894492762055,89
0.21040802350653084,96
0.22332705978299594,93
0.24914859180654697,94
0.22207472923847393,96
0.25960236979183454,93
0.285049496070982,93
0.22765575367666624,94
0.24123801835809094,91
0.18110744475491272,94
0.2526081735642906,91
0.2816639257662634,92
0.33707376564504316,87
0.31534729978270015,93
0.347410963526737,89
0.4979611003159583,89
0.2685054862206054,90
0.16130156941472074,96
0.24662599056254042,94
0.2131860627403505,94
0.36754925027470847,91
0.4446281409236157,87
0.36880624204455176,91
0.2901680333782284,92
0.3171203666839219,94
0.2663114731771101,93
0.26875271147539215,89
0.3043492500904048,90
0.34200062229660916,89
0.16275753413863245,95
0.23951782252373385,94
0.36383381458143194,91
0.16298801204575586,97
0.23811443512407776,95
0.3157497606277032,91
0.20019846359402296,94
0.18486176759379558,92
0.4067594605770941,89
0.5466626969687345,86
0.36722044018905203,94
0.2559104462113816,94
0.1888243738326768,95
0.26486354370821374,93
0.2559742986543309,91
0.2634351480365237,94
0.296905715326279,92
0.19050631370769225,94
0.18601709555539944,91
0.28469344820662534,92
0.2644357747803676,90
0.33794962758090685,90
0.3363978562447298,90
0.2041984219216788,94
0.308534666070174,90
0.22095757568431248,92
0.16855071365700522,95
0.20683919040662327,94
0.12183327845820707,95
0.1673830522167429,96
0.39111979954922715,86
0.16341916320583139,93
0.3360983928169646,89
0.24790626539398922,95
0.27672299499924624,91
0.36792307472323815,89
0.24188579494513054,92
0.24115714698344187,94
0.24393163969672804,93
0.4431357292709867,88
0.26846823054456526,93
0.07317122310469465,99
0.302094879561462,92
0.17959535177608596,95
0.19231288891666382,95
0.37611940602934973,92
0.3100976069966465,95
0.3048998161814051,93
0.38528461585713275,90
0.26805745523976243,91
0.35245193606478986,93
0.1994067451811183,95
0.35434253948197136,89
0.38620253240837393,93
0.28377772751817415,92
0.1282047306437481,94
0.11038794230003521,98
0.22054367136069125,94
0.3196003870587379,90
0.462255549328609,88
0.2532563499355778,96
0.2663872768086514,94
0.24237788116226924,93
0.2614677558018516,91
0.20831831088108474,94
0.29624042745491175,90
0.4367622469248707,88
0.33803432934775274,93
0.14502514491012247,96
0.26870108135931053,93
0.21901236358610085,92
0.3069551475141925,90
0.16479811420526008,95
0.20671950263724476,93
0.2504473167284772,92
0.20937252230660008,94
0.29985529471435934,93
0.11867803967934971,96
0.17392826968846775,94
0.19598859911525687,95
0.26250458212946987,89
0.19206893731485702,92
0.23276705576019263,93
0.3400784712143578,88
0.27053942204928877,92
0.24663183650888093,94
0.2850277489386091,92
0.14858686302479135,94
0.24809601893843497,93
0.2189734363632974,94
0.1965944823643623,94
0.21311625010536023,94
0.22738843046781237,95
0.31126226709938726,92
0.21154792932951555,94
0.26050192659751037,94
0.1389998559283153,96
0.16577462428756057,94
0.20511720857986712,94
0.2070101813980432,93
0.13125251631823343,98
0.09975108584010074,96
0.35753039348414634,91
0.1879130532961104,94
0.24431434515614014,92
0.2998241410298668,90
0.18087819393290971,95
0.32293939854157594,89
0.17789481223626574,94
0.21471777638334028,94
0.20699708378856588,94
0.21732598148958895,92
0.2192651367599143,95
0.26808412701273526,93
0.2958582885552008,90
0.27114462529404204,92
0.23717626176518677,95
0.13170442118444614,96
0.1149539693605517,98
0.2554994346106216,92
0.11788035128680077,95
0.1237022810055828,94
0.2112458337893863,93
0.13381983880757742,93
0.278649916510774,93
0.18971167987094176,92
0.303756492388509,91
0.08198498643877118,98
0.2004892423077458,94
0.23752337705234297,91
0.24204555228400312,94
0.1492018699324033,97
0.13808644597327585,96
0.17193800043879964,93
0.1993827460035545,92
0.07195972391114303,99
0.24997537467552952,91
0.22174276602236018,93
0.13059923708513269,96
0.20617130901600844,92
0.1283524168112803,94
0.3245355138403791,92
0.26578953680881934,94
0.28301063692840467,92
0.2158508921868151,92
0.3959920808750417,91
0.17487646186934644,93
0.07321748026376171,99
0.15844476685727918,91
0.3067148905884366,93
0.19279379497287816,94
0.21103924577151217,93
0.1942429628706655,94
0.17500311430710613,96
0.12232821172031877,96
0.25424513936518267,93
0.2966855878732283,93
0.25402677044022687,93
0.18362087803729435,95
0.23388941548018863,91
0.15334188435857946,95
0.3115689845537731,91
0.07869457382200683,97
0.18165891421005204,92
0.2615444969641202,90
0.21229710666451215,95
0.3573247646209869,88
0.22340968349419602,93
0.23958989336855288,94
0.10420375044748552,96
0.1079786846915665,96
0.1255034076539992,95
0.24219027064046653,94
0.2055526486811221,96
0.13491869678663504,94
0.14658460404372683,97
0.10688294375893513,97
0.17875524990333652,96
0.18250868971870904,96
0.2023447300611499,90
0.27661384393455396,89
0.20604375205365014,95
0.06065851674593554,99
0.2500233440313924,94
0.19763615581268873,92
0.11081853315716772,97
0.1403487836160168,94
0.2363470295554049,91
0.155189789606679,97
0.23717348214335549,93
0.2296104979403395,91
0.21111097811111146,95
0.28742407284307986,92
0.26037767416434915,93
0.29445330076524295,94
0.13863403026613916,97
0.20990761879713637,91
0.20316752239984648,94
0.18269675651186457,95
0.12794142738733483,96
0.23509647058840455,92
0.0962241333785669,97
0.1854690634355564,94
0.22343220479762532,93
0.20969495195397123,93
0.3244162631954726,88
0.19359333563996983,93
0.22964111759408642,96
0.23232160100402346,92
0.23225531985117737,94
0.10290416369630558,97
0.15649594909231734,95
0.20748992717546,93
0.20211009937899682,96
0.09138537172459045,97
0.1861835763713319,94
0.16681589557448814,95
0.15035816618131798,94
0.08295793511746133,98
0.135795437682518,96
0.15278535195075357,94
0.15088022799768797,95
0.11744110987371155,97
0.10680485302780171,96
0.22265312649951302,93
0.24115901530709347,95
0.1355352470823021,95
0.20288912637438575,95
0.2573656717499256,93
0.18551503822180773,93
0.26896303716387115,93
0.19615640563947134,94
0.22083868148277216,92
0.09222287466189737,98
0.2173325964987772,94
0.09515690879289679,98
0.1433217177509615,94
0.18300829830369,95
0.07510128768685478,97
0.15192737635266615,94
0.15328696082651716,94
0.1281040020263368,96
0.1298245595829698,96
0.21201623004132159,93
0.08065359959044656,98
0.13619332698595252,93
0.20183884709287658,95
0.266179973053096,92
0.20081359040384647,95
0.13502493048033404,96
0.06243926819836822,98
0.2003029820315527,95
0.09035182458373353,99
0.09919277141290203,98
0.14660669082543745,96
0.22402637244256599,94
0.18001994829712037,94
0.16269675646889648,94
0.12505703041921842,97
0.2355712277480827,94
0.1577729883021332,96
0.25198663074646555,94
0.294600406741116,91
0.22558283259065462,94
0.1503021551045101,94
0.2885092508555444,93
0.19151571518453955,96
0.21830007815420122,95
0.11509256061933631,97
0.127411168856649,96
0.058611555568526305,98
0.12651522016168626,96
0.11359511210384861,97
0.11500153659016127,96
0.1478188882060869,95
0.18555600773330558,92
0.2868446371200739,91
0.2147944505451084,94
0.31316626301200085,94
0.13981504494908614,95
0.10563627821014995,94
0.12428403551854439,94
0.2776653914243693,94
0.22876413988218175,93
0.16164944259707617,96
0.2447606909162197,94
0.30547718246729155,94
0.15918011434323892,96
0.12501093551149128,97
0.17069984795974974,94
0.1368529445115385,95
0.13712146793179125,97
0.12654541488620202,96
0.09749012558520347,96
0.3155365173035561,94
0.11985329545446394,96
0.10976099140694345,98
0.08925059886322857,98
0.16563019771135948,93
0.216666534916369,93
0.16395713826929023,92
0.20919942017186982,95
0.09936863665133173,96
0.21527895982255324,91
0.2402286974742687,91
0.2082462315150941,95
0.07782562444427324,98
0.10605532352844578,97
0.2755923874755406,95
0.16079552659243251,94
0.14949029423460627,94
0.07922017881886846,97
0.14892758111887702,97
0.08147570111728993,98
0.26507760261219526,93
0.16419154995428178,95
0.196271723567731,94
0.08011402640480941,99
0.15114791140565056,95
0.16507183426040753,97
0.1525597955156577,95
0.13032626719107962,96
0.17630950916564053,94
0.08350364104161026,95
0.09546911134538917,99
0.3327111409853357,90
0.20015883344645422,94
0.1665057129040076,97
0.053024714692334204,99
0.13548510851868217,95
0.06305754611102471,99
0.21514015719290555,92
0.12725481531079963,97
0.15868618629956802,92
0.18580593356080158,95
0.14336604080234136,95
0.08580255159089861,97
0.2861464833993363,94
0.13743057360725583,96
0.22527708713534192,94
0.21862092016995477,96
0.18488828951325,94
0.18315887271387785,93
0.11580066202754592,95
0.19992078760724832,95
0.39992451676065394,91
0.11174873703896719,96
0.055955563804973386,99
0.17191739591592825,98
0.15675491480594497,95
0.22397739801823968,93
0.11201521496695004,95
0.22256947169554356,93
0.22443948011108236,91
0.18715535995083138,93
0.30469181907875403,91
0.21268204966563656,94
0.2033804694436016,94
0.14676882842288871,95
0.19545359980059512,94
0.1582047840383079,93
0.1001621909853336,97
0.04561000239823172,99
0.10654448712649359,96
0.0376519094761605,100
0.20068578630196865,95
0.17876488302504767,95
0.16942621971611257,94
0.13851823227817134,95
0.16108773564963716,94
0.17825850966293655,92
0.24485815787912998,96
0.0898008493481648,98
0.06718874584759008,98
0.2252694109064735,94
0.18780839016459872,93
0.18429372173746966,95
0.038468900119178966,99
0.15738495646710673,96
0.18365474540224555,96
0.2037571631821421,95
0.08953295824310363,98
0.1660051458448769,94
0.11155524256117827,96
0.11498798036805338,95
0.16210367192797687,93
0.17731144183591077,95
0.2950894800717953,94
0.09362142495261196,96
0.07176584710969147,98
0.11884132418826249,97
0.10343173681930871,96
0.19016536749943633,92
0.1937504923540506,92
0.06019164755397439,99
0.1073685723510774,96
0.09135611110849347,98
0.15260800568053315,96
0.10122474409770713,98
0.13747630748008943,96
0.2005289583902906,94
0.2334372163851916,93
0.14071058472754558,94
0.239125887680721,95
0.26382245893660056,94
0.2253849763484051,93
0.1262751841803451,96
0.19570022181168223,94
0.137855474084977,97
0.09171671147928011,97
0.15104376053348847,93
0.12110395256256586,95
0.16280610370957416,95
0.17433674107090952,96
0.11292183337539634,96
0.11169407176510986,96
0.20460922366359124,95
0.06397837407374027,98
0.14902173146883096,97
0.2566441809048202,94
0.29493247841977555,93
0.21067421622342417,95
0.09778755469514111,96
0.2049768277825409,94
0.08243309223596823,97
0.19673198248873203,94
0.07533561356417368,99
0.04700698838609256,99
0.12307912580269167,98
0.3048126254886176,90
0.24256947313448,91
0.19500659492377895,94
0.12322577727314879,96
0.17918129289846224,97
0.0867838751169761,98
0.16734055354450345,95
0.17978105025677402,94
0.16558543424464983,92
0.07250562352400891,99
0.0872123782577852,96
0.2274011239888323,93
0.07307501180961144,99
0.12081726590658431,95
0.054765231909254745,99
0.04277114383899707,99
0.023900320071800395,100
0.22443177757978866,93
0.10810021261108604,97
0.17760804633643082,97
0.14264356143686838,97
0.2333048544280746,93
0.10366198971318705,95
0.043933416739401494,99
0.0986155838524887,95
0.16289901543949192,97
0.1502759803665041,94
0.1483587496315702,96
0.11062922904637207,95
0.14293449696226607,97
0.1459203057788945,93
0.15813679581811715,96
0.19313816285944296,95
0.1237148219017373,97
0.3698600618278061,91
0.11006522025961063,96
0.1079778596884993,96
0.05373825751215963,99
0.08627233418103825,97
0.06418013715830935,98
0.22866846663644314,93
0.13603620139715808,96
0.058900527174542694,98
0.10073269283570192,95
0.10641142682420528,95
0.044501269114419505,99
0.15458810140497115,97
0.04285811513848829,100
0.06091661683999041,98
0.06952649340980604,98
0.17246025611567162,93
0.09529500197585743,96
0.1720379576860141,98
0.05940867560687479,98
0.05772989673644482,98
0.14688272909517378,95
0.13134464723700326,96
0.16928913729779677,95
0.2515265732586406,91
0.17561083780382017,93
0.10734623163948727,97
0.16746951219549033,95
0.06988910999823651,97
0.10908786451398907,97
0.23579959139311146,92
0.2250872313491945,97
0.11153684824137698,96
0.08575028584192315,98
0.07021113265766961,98
0.18782596959486336,93
0.07064443786312775,97
0.17760659331560397,96
0.19579907261860469,94
0.07280982828037691,98
0.11921884599086424,97
0.09749371046078908,99
0.07102426436676844,98
0.12245664281346763,96
0.16779785788022022,95
0.10517296149986721,95
0.1563864048944102,93
0.16158352625755504,95
0.18079325740226795,93
0.10707832064389733,96
0.14421981667885636,95
0.028163240007201207,99
0.15758922959317842,96
0.11507634818868691,97
0.09744581558721022,98
0.0845579479375996,97
0.08036754169455711,97
0.1380639594800983,96
0.09729757472764586,96
0.15540692962319202,95
0.09207728721274638,97
0.2622140882802977,96
0.10207988964113718,97
0.23383945982115362,95
0.26747573244243217,95
0.15198440732363694,93
0.0594619655683138,99
0.23045110045103867,95
0.09896342066520775,97
0.07515690869997452,97
0.07710561395993823,99
0.10623554259248034,96
0.06298141689885059,98
0.05370965520822881,100
0.11512085051647386,96
0.15111800369145492,95
0.09974077469880341,96
0.1664145877141169,94
0.1958058284925127,96
0.09884269620309424,97
0.0670232137411764,98
0.09663460398056431,97
0.16917520844946382,94
0.19230131265009567,94
0.13166679691538682,95
0.1870505706472062,95
0.13730796319704078,95
0.14707867793257207,94
0.11139266183531667,95
0.15670716785104613,97
0.1007924093654386,96
0.2135930040664471,93
0.060856930527887106,98
0.03897920816116071,100
0.15077347634609184,97
0.06491778509561635,99
0.20338119847687422,93
0.16321407401614363,96
0.07108179385414161,98
0.18651903810576012,95
0.1085262632185595,95
0.03601385645444231,100
0.15361558967217404,96
0.12561789897722397,97
0.12311993296204392,95
0.1322445296434231,97
0.12202773713752574,98
0.09923777087873807,99
0.10582334746542346,97
0.17864596045649844,95
0.2499570395426566,93
0.12925908805403702,95
0.11572187191891244,95
0.10012615680408776,97
0.1417405879908974,95
0.10809035433572381,97
0.03779797345959254,99
0.24554467951585557,94
0.18760505476142778,92
0.18546211126589296,95
0.0661007353341359,98
0.09916393262290465,98
0.19835731949055418,97
0.12630885940325184,95
0.16603071122173432,96
0.06921472647968545,97
0.11057345986612535,97
0.10111693680743858,96
0.14886311668753618,96
0.09605966233977896,97
0.16404354951057118,94
0.15930370280553252,93
0.05787142299001632,97
0.35976228510162606,95
0.16036057182163801,95
0.1070325240489079,96
0.09030393029917178,98
0.19099828595274318,94
0.16894970731963613,94
0.0385018478240737,99
0.02613755091017529,100
0.05404992653056548,99
0.10948362976775576,95
0.11198405231892375,97
0.06712743206266522,97
0.0701958783399515,98
0.14517967663931977,97
0.09539178848740633,97
0.06676718870189356,98
0.06831946365210853,98
0.24074037709997145,93
0.08641985507747715,97
0.133045192920198,94
0.08502375630875375,95
0.07811742439860014,96
0.026791684035413738,100
0.14812559951195461,96
0.2568820838390924,96
0.0641227067880382,98
0.10228461374449914,96
0.10527933349297378,98
0.05426760240124385,99
0.12321879599716783,94
0.06340245193665792,99
0.15565979065038144,97
0.1339838515269981,94
0.1466673481479453,94
0.15421872351150978,97
0.11475167468311735,98
0.11380261910821458,95
0.11351298215760225,96
0.09423406921979639,94
0.30815810693154355,90
0.16451774833477584,97
0.12161823097850762,96
0.19528795906196017,96
0.11253663834628384,95
0.1733401437904065,95
0.05220040632069747,99
0.13342503002186784,97
0.1810069904781776,94
0.10189561148726733,97
0.15101617200113057,96
0.15530029047011784,97
0.058763517245939936,98
0.028662589640146088,100
0.10478928861351439,97
0.09940012697180838,96
0.1045041619768271,97
0.10907470300330555,98
0.12858851153577244,98
0.10161435919921948,98
0.08359826231407577,98
0.12857870979145958,97
0.09413769324605259,95
0.09678514430793962,97
0.2494384989375314,94
0.19009938214677752,93
0.1603115836608665,96
0.14064957617303847,93
0.08292069334395272,97
0.15859259617018867,97
0.07185339811173841,96
0.22531444356289732,92
0.0942909288954847,97
0.19154520755400967,94
0.1811291888165977,93
0.11041003861142892,98
0.14162587594768,94
0.157406531365949,94
0.10636869408952387,96
0.19494297896281004,96
0.27724320399727825,94
0.22304879876472053,92
0.05933047119620147,97
0.19957069386940954,96
0.12179311357495262,97
0.08116238363388799,97
0.07508813148447775,98
0.1482124924627611,94
0.19519986065037792,92
0.024413528152004454,100
0.1406343786567949,97
0.18730588066820764,96
0.22431863328394044,94
0.22565456519731814,93
0.2775887019806863,92
0.14687166983451813,95
0.08457736980444885,98
0.0797687409317389,97
0.05052490966569742,100
0.09428938583962225,97
0.06459126971658721,98
0.1323234802268847,94
0.0732347053353269,97
0.1732511391106106,95
0.1248509520278765,97
0.2297778133722782,94
0.07692979960266683,97
0.04250088674162972,98
0.049500202706562885,99
0.11539921699618554,98
0.16962493635152678,95
0.14884151137791826,95
0.12839346667162782,94
0.22617313451859355,92
0.055802471854709185,98
0.17143866161379903,94
0.09288244835486827,95
0.08068383918654068,96
0.2307553019809556,96
0.09919410539760529,97
0.25711774903438633,93
0.08726042561669488,97
0.13515607000616855,93
0.02962345615298533,99
0.04031835222573777,98
0.3182458395365286,85
0.0927158647865162,99
0.05991825169240359,98
0.1523167309776748,95
0.17162472123968336,96
0.329988433036134,91
0.14918492117545232,97
0.1079547942508515,96
0.06476002917877322,99
0.11438214674823836,97
0.1960277038871385,95
0.07214706301143417,97
0.06143273438805011,98
