loss,acc
2.2373230131167543,19
2.083198733983476,29
1.453359069722334,59
1.0743942632453731,67
1.0088036834647662,70
0.8319302410752458,75
1.0200857866415156,68
0.769664266377519,73
0.8016087970862867,75
0.4726084336327223,84
0.7968823962725808,74
0.6379323948576691,80
0.5721767747615977,83
0.7050520042860298,74
0.4201521483418733,86
0.5538634536887859,83
0.7574543610866877,77
0.6117822408061782,77
0.5144585238821284,81
0.4035816649405035,86
0.49660878102599504,82
0.5101564856121388,84
0.566344615579448,81
0.5860337698624708,79
0.37448073124212217,89
0.7154670275958666,82
0.6613384197569293,78
0.3241495899602377,92
0.38412863538985503,85
0.5975853470042486,86
0.4529834996443315,85
0.3765231360118252,89
0.48346666668729904,83
0.42401053188418153,88
0.28923680252956535,92
0.33127353400364323,90
0.43015630088004203,90
0.4875910437257246,82
0.3924510862846561,89
0.35530017895666105,85
0.49057157605866075,86
0.4464226984243394,86
0.4623736312448646,85
0.4236470150868004,86
0.43644425979566953,83
0.2668703113545261,90
0.26606481366415635,92
0.3563853223092439,90
0.31465242707117835,91
0.3911120119145544,87
0.3080474636498665,89
0.3180671627655954,89
0.3983305090394522,81
0.3178609168355221,87
0.39511524556636873,85
0.5544265740921321,86
0.32574828436241776,88
0.40644748884360793,91
0.3153521646836052,86
0.39823571594678114,87
0.24082179267601644,90
0.272220207845598,93
0.2652715106960871,95
0.47420841256779656,88
0.5269485639457419,85
0.3043643736026144,92
0.3335460747404067,89
0.38096450806122684,87
0.31601396349135463,90
0.449938189326267,86
0.31564074717675583,90
0.2536818799680638,90
0.3064755277814011,88
0.2569218016870582,92
0.4296557548463212,89
0.3452840605346877,92
0.2941045323935596,89
0.36979257873447835,88
0.44547418555653495,87
0.47273960802551146,87
0.4686513874955328,88
0.3438291167977629,91
0.27129106530689573,92
0.2636259587370143,93
0.3162827517694218,90
0.2862262000169468,95
0.21670020688272454,92
0.34869404445654145,93
0.47675245795168236,88
0.4330651436578753,88
0.44153953079486435,90
0.38730113844099184,91
0.3285334978704192,89
0.3937247249181104,84
0.3909631731604427,93
0.39704302551922654,90
0.2351723773261045,93
0.38731501134418117,85
0.2501866492400779,95
0.2922208275566888,93
0.392600750210134,87
0.3209166147516341,89
0.3462796010729546,90
0.3003759122885348,91
0.2894559797309853,89
0.4475528487095882,89
0.24183906530268537,92
0.29612567081002666,94
0.3410083081224027,88
0.3197554905749715,91
0.29859118404803864,88
0.38139991126054307,87
0.2242650443120171,93
0.182100473977349,95
0.27594863434987826,92
0.34177087700967035,94
0.317133391756902,88
0.20269890082112454,97
0.203124471638687,95
0.3112639193560306,88
0.22528160448965454,91
0.4322384659396878,85
0.24131010903788194,93
0.27713730976157963,92
0.3051933872409214,89
0.29483860509656845,89
0.2837630881610595,88
0.396300567090631,86
0.19473208475298898,93
0.276633227183906,88
0.3038821914877225,88
0.15282916833891347,93
0.2061465973771328,96
0.368800354987332,93
0.26704686802261807,91
0.39332706110205184,88
0.3445311539346889,87
0.3839528607031847,90
0.36998501908670456,87
0.41920226334926214,85
0.27603650613953845,91
0.24374942916613368,92
0.32295427984129504,91
0.30914591640306466,92
0.20472592708949783,94
0.206577520068414,94
0.26369456987459367,91
0.2809145491274239,91
0.26772906137186964,93
0.29250499427497806,92
0.29298333734964677,89
0.1942375211694214,95
0.30448168151899324,93
0.38520702116156696,89
0.24953793710094976,93
0.3541470439241131,90
0.17770531458070818,96
0.27782881831914086,93
0.23166773517871364,94
0.35889728147857,88
